通常
	32864
		效果类型: 怪兽破坏|特殊召唤|LP伤害
		攻击力: 3000
		防御力: 2800
		星级: 8
	39964797
		卡名: 水晶机巧-量子刚玉
		密码: 39964797
		效果: 调整＋调整以外的怪兽1只以上\r\n①：对方的主要阶段以及战斗阶段才能发动。用包含这张卡的自己场上的怪兽为同调素材作同调召唤。\r\n②：同调召唤的这张卡被战斗·效果破坏的场合，以同调怪兽以外的自己墓地1只「水晶机巧」怪兽为对象才能发动。那只怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 水晶机巧|非「机巧」
		卡片种类: 怪兽|效果|调整|同调
		属性: 水
		种族: 机械
		效果类型: 特殊召唤|同调相关
		攻击力: 1800
		防御力: 2000
		星级: 4
	40509732
		卡名: 鬼动武者
		密码: 40509732
		效果: 调整＋调整以外的怪兽1只以上\r\n①：这张卡和对方怪兽进行战斗的场合，对方直到伤害步骤结束时魔法·陷阱·怪兽的效果不能发动，只在战斗阶段内那只对方怪兽的效果无效化。\r\n②：表侧表示的这张卡因对方的效果从场上离开的场合，以自己墓地1只机械族怪兽为对象才能发动。那只怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 机械
		效果类型: 特殊召唤|效果无效
		攻击力: 2600
		防御力: 1400
		星级: 7
	40529384
		卡名: 爆翼龙
		密码: 40529384
		效果: 调整＋调整以外的龙族怪兽1只以上\r\n和持有这张卡的攻击力以下的攻击力的场上表侧表示存在的怪兽进行战斗的场合，可以不进行伤害计算把那只怪兽破坏，给与对方基本分破坏怪兽的攻击力数值的伤害。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 龙
		效果类型: 怪兽破坏|LP伤害
		攻击力: 2400
		防御力: 1600
		星级: 7
	40908371
		卡名: 苍眼银龙
		密码: 40908371
		效果: 调整＋调整以外的通常怪兽1只以上\r\n①：这张卡特殊召唤成功的场合发动。自己场上的龙族怪兽直到下个回合的结束时不会成为效果的对象，不会被效果破坏。\r\n②：每次自己准备阶段以自己墓地1只通常怪兽为对象才能发动。那只怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 特殊召唤|种族相关|破坏耐性|效果耐性
		攻击力: 2500
		防御力: 3000
		星级: 9
	41517789
		卡名: 星态龙
		密码: 41517789
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡不用同调召唤不能特殊召唤。\r\n①：这张卡的同调召唤不会被无效化。\r\n②：在这张卡的同调召唤成功时，魔法·陷阱·怪兽的效果不能发动。\r\n③：这张卡攻击的场合，直到伤害步骤结束时不受其他卡的效果影响。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 效果耐性
		攻击力: 3200
		防御力: 2800
		星级: 11
	41659072
		卡名: 炽天龙 裁决
		密码: 41659072
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡同调召唤的场合，同调素材怪兽必须全部是相同属性的怪兽。\r\n①：自己墓地有调整4种类以上存在，这张卡是已同调召唤的场合，1回合1次，把基本分支付一半才能发动。这张卡以外的场上的卡全部破坏。这个效果的发动后，直到回合结束时自己不是龙族怪兽不能特殊召唤。\r\n②：自己结束阶段发动。从自己卡组上面把4张卡除外。
		OT: OCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|卡片除外
		攻击力: 3000
		防御力: 2600
		星级: 8
	42110604
		卡名: 高速疾行机人 比剑骑手
		密码: 42110604
		效果: 调整＋调整以外的怪兽1只以上\r\n自己对「高速疾行机人 比剑骑手」1回合只能有1次特殊召唤。\r\n①：这张卡在同1次的战斗阶段中可以作2次攻击。\r\n②：这张卡进行战斗的伤害步骤开始时发动。这张卡的攻击力上升200。\r\n③：这张卡被送去墓地的场合，以除外的1张自己的「疾行机人」卡为对象才能发动。那张卡加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 疾行机人
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 机械
		效果类型: 返回手卡|攻守变化|多次攻击
		攻击力: 2000
		防御力: 1000
		星级: 5
	42216237
		卡名: 杰拉的天使
		密码: 42216237
		效果: 调整＋调整以外的怪兽1只以上\r\n「杰拉的天使」的②的效果1回合只能使用1次。\r\n①：这张卡的攻击力上升除外的对方的卡数量×100。\r\n②：这张卡被除外的场合，下个回合的准备阶段发动。除外的这张卡特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 天使
		效果类型: 攻守变化|特殊召唤
		攻击力: 2800
		防御力: 2300
		星级: 8
	42291297
		卡名: 花札卫-雨四光-
		密码: 42291297
		效果: 调整＋调整以外的怪兽3只\r\n①：只要这张卡在怪兽区域存在，自己场上的「花札卫」怪兽不会被效果破坏，不会成为对方的效果的对象。\r\n②：对方抽卡阶段对方通常抽卡的场合发动。给与对方1500伤害。\r\n③：对方结束阶段从以下效果选择1个发动。\r\n●下次的自己回合的抽卡阶段跳过。\r\n●这张卡的效果直到下次的对方准备阶段无效。
		OT: OCG|TCG
		同名卡: 
		字段: 花札卫
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 战士
		效果类型: LP伤害|破坏耐性|同调相关
		攻击力: 3000
		防御力: 3000
		星级: 8
	42566602
		卡名: 瑚之龙
		密码: 42566602
		效果: 调整＋调整以外的怪兽1只以上\r\n这个卡名的②的效果1回合只能使用1次。\r\n①：1回合1次，丢弃1张手卡，以对方场上1张卡为对象才能发动。那张卡破坏。\r\n②：同调召唤的这张卡被送去墓地的场合才能发动。自己从卡组抽1张。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|调整|同调
		属性: 水
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|抽卡辅助
		攻击力: 2400
		防御力: 500
		星级: 6
	42810973
		卡名: 废品弓手
		密码: 42810973
		效果: 「废品同调士」＋调整以外的怪兽1只以上\r\n1回合1次，选择对方场上存在的1只怪兽才能发动。选择的怪兽从游戏中除外。这个效果除外的怪兽在这个回合的结束阶段时以相同表示形式回到对方场上。
		OT: OCG|TCG
		同名卡: 
		字段: 废品
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: 卡片除外
		攻击力: 2300
		防御力: 2000
		星级: 7
	43202238
		卡名: 邪龙星-睚眦
		密码: 43202238
		效果: 调整＋调整以外的怪兽1只以上\r\n「邪龙星-睚眦」的②③的效果1回合各能使用1次。\r\n①：这张卡不会成为对方的效果的对象。\r\n②：以自己场上1只「龙星」怪兽和对方场上1张卡为对象才能发动。那些卡破坏。\r\n③：自己场上的这张卡被战斗·效果破坏送去墓地时才能发动。从卡组把1只幻龙族怪兽守备表示特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 龙星
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 幻龙
		效果类型: 魔陷破坏|怪兽破坏|特殊召唤
		攻击力: 2600
		防御力: 2100
		星级: 7
	43366227
		卡名: 七剑战士
		密码: 43366227
		效果: 调整＋调整以外的怪兽1只以上\r\n1回合1次，这张卡被装备卡装备时，给与对方基本分800分伤害。此外，1回合1次，可以把这张卡装备的1张装备卡送去墓地。这张卡装备的装备卡送去墓地时，可以选择对方场上表侧表示存在的1只怪兽破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 战士
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: 怪兽破坏|送去墓地|LP伤害
		攻击力: 2300
		防御力: 1800
		星级: 7
	43385557
		卡名: 魔力人造机人
		密码: 43385557
		效果: 调整＋调整以外的怪兽1只以上\r\n自己的结束阶段时，回复自己场上表侧表示存在的念动力族怪兽数量×600的数值的基本分。
		OT: OCG|TCG
		同名卡: 
		字段: 机人
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 念动力
		效果类型: LP回复
		攻击力: 2400
		防御力: 1700
		星级: 5
	43925870
		卡名: 次世代风能人
		密码: 43925870
		效果: 「次世代控制员」＋调整以外的风属性怪兽1只以上\r\n这张卡的攻击力上升场上盖放的魔法·陷阱卡数量×300的数值。可以把1张手卡送去墓地，场上盖放的1张魔法·陷阱卡破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 次世代
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 机械
		效果类型: 魔陷破坏|送去墓地|攻守变化
		攻击力: 2000
		防御力: 1600
		星级: 7
	43932460
		卡名: 自然地龟
		密码: 43932460
		效果: 地属性调整＋调整以外的地属性怪兽1只以上\r\n只要这张卡在场上表侧表示存在，可以把手卡1张魔法卡送去墓地，效果怪兽的效果的发动无效并破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 自然
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 岩石
		效果类型: 怪兽破坏|送去墓地|效果无效
		攻击力: 2350
		防御力: 1600
		星级: 7
	44035031
		卡名: 重力战士
		密码: 44035031
		效果: 调整＋调整以外的怪兽1只以上\r\n这张卡同调召唤成功时，这张卡的攻击力上升对方场上表侧表示存在的怪兽数量×300的数值。1回合1次，对方的战斗阶段时选择对方场上守备表示存在的1只怪兽才能发动。选择的怪兽变成表侧攻击表示。这个回合那只怪兽可以攻击的场合必须作出攻击。
		OT: OCG|TCG
		同名卡: 
		字段: 战士
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: 表示形式|攻守变化
		攻击力: 2100
		防御力: 1000
		星级: 6
	44155002
		卡名: 魔轰神兽 尤尼科
		密码: 44155002
		效果: 名字带有「魔轰神」的调整＋调整以外的怪兽1只以上\r\n自己手卡的数量和对方手卡的数量相同的场合，对方发动的魔法·陷阱·效果怪兽的效果无效并破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 魔轰神
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 兽
		效果类型: 魔陷破坏|怪兽破坏|效果无效
		攻击力: 2300
		防御力: 1000
		星级: 4
	44508094
		卡名: 星尘龙
		密码: 44508094
		效果: 调整＋调整以外的怪兽1只以上\r\n①：要让场上的卡破坏的魔法·陷阱·怪兽的效果发动时，把这张卡解放才能发动。那个发动无效并破坏。\r\n②：这张卡的①的效果适用的回合的结束阶段才能发动。为那个效果发动而解放的这张卡从墓地特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 星尘
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 龙
		效果类型: 魔陷破坏|怪兽破坏|特殊召唤|效果无效
		攻击力: 2500
		防御力: 2000
		星级: 8
	44852429
		卡名: DDD 咒血王 赛弗里德
		密码: 44852429
		效果: 调整＋调整以外的「DD」怪兽1只以上\r\n「DDD 咒血王 赛弗里德」的①的效果1回合只能使用1次。\r\n①：以场上1张表侧表示的魔法·陷阱卡为对象才能发动。那张卡的效果直到下个准备阶段无效化。这个效果在对方回合也能发动。\r\n②：这张卡被战斗·效果破坏送去墓地的场合发动。自己回复自己场上的「契约书」卡数量×1000基本分。
		OT: OCG|TCG
		同名卡: 
		字段: DDD
		卡片种类: 怪兽|效果|同调
		属性: 暗
		种族: 恶魔
		效果类型: LP回复|效果无效
		攻击力: 2800
		防御力: 2200
		星级: 8
	45037489
		卡名: 鲜花骑士
		密码: 45037489
		效果: 「鲜花同调士」＋调整以外的怪兽1只以上\r\n对方把魔法·陷阱卡发动时才能发动。那次发动无效并破坏。这个效果在自己回合才能发动1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 风
		种族: 战士
		效果类型: 魔陷破坏|效果无效
		攻击力: 2700
		防御力: 2300
		星级: 8
	45215453
		卡名: 德尔塔大日
		密码: 45215453
		效果: 调整＋调整以外的光属性怪兽1只以上\r\n这张卡表侧守备表示存在的场合，自己的结束阶段时可以从自己卡组选择1张装备魔法卡加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 大日
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 天使
		效果类型: 卡组检索
		攻击力: 1700
		防御力: 2800
		星级: 7
	45298492
		卡名: 伤痕战士
		密码: 45298492
		效果: 调整＋调整以外的怪兽1只以上\r\n只要这张卡在场上表侧表示存在，对方不能选择表侧表示存在的其他的战士族怪兽作为攻击对象。此外，这张卡1回合只有1次不会被战斗破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 战士
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 战士
		效果类型: 攻击限制|种族相关|破坏耐性
		攻击力: 2100
		防御力: 1000
		星级: 5
	45379225
		卡名: 念力通灵保健师
		密码: 45379225
		效果: 调整＋调整以外的怪兽1只以上\r\n把自己墓地存在的1只念动力族怪兽从游戏中除外发动。自己回复1200基本分。这个效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 地
		种族: 念动力
		效果类型: 卡片除外|LP回复
		攻击力: 2400
		防御力: 2000
		星级: 7
	45500495
		卡名: 地狱荆棘
		密码: 45500495
		效果: 调整＋调整以外的植物族怪兽1只以上\r\n只要这张卡在场上表侧表示存在，双方必须为从手卡把植物族怪兽以外的怪兽召唤·特殊召唤支付每1只1000基本分。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 植物
		效果类型: 
		攻击力: 2200
		防御力: 1800
		星级: 6
	45815891
		卡名: 废铁死亡恶魔
		密码: 45815891
		效果: 调整＋调整以外的怪兽1只或以上
		OT: OCG|TCG
		同名卡: 
		字段: 废铁|恶魔
		卡片种类: 怪兽|同调
		属性: 地
		种族: 恶魔
		效果类型: 
		攻击力: 2700
		防御力: 1800
		星级: 7
	46132282
		卡名: 甲化铠骨骼
		密码: 46132282
		效果: 调整＋调整以外的怪兽1只以上\r\n①：这张卡同调召唤成功的场合发动。这个回合，这张卡不会被战斗·效果破坏，自己受到的全部伤害变成0。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|同调
		属性: 光
		种族: 机械
		效果类型: 破坏耐性
