通常
	卡名: 第13人的埋葬者
	属性: 地
	种族: 水
	攻击力: 1950
	防御力: 2450
	星级: 7

	卡名: 多块石人
	密码: 71628381
	描述: 「大块石人」＋「中块石人」
这张卡进行战斗的战斗阶段结束时可以让这张卡回到额外卡组。并且，若回到额外卡组的这张卡的融合召唤使用过的1组融合素材怪兽在自己墓地齐集，可以再把这1组在自己场上特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 返回卡组|特殊召唤
	属性: 地
	种族: 岩石
	攻击力: 2600
	防御力: 1300
	星级: 7

	卡名: 野兽眼灵摆龙
	密码: 72378329
	描述: 龙族·暗属性怪兽＋兽族怪兽
这张卡用融合召唤以及以下方法才能特殊召唤。
●把自己场上的上记卡解放的场合可以从额外卡组特殊召唤（不需要「融合」）。
①：这张卡战斗破坏怪兽的场合发动。给与对方作为这张卡的融合素材的1只兽族怪兽的原本攻击力数值的伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 灵摆龙
	卡片种类: 怪兽|效果|融合
	效果类型: LP伤害
	属性: 地
	种族: 龙
	攻击力: 3000
	防御力: 2000
	星级: 8

	卡名: 暗黑方界邪神 深红之挪婆·三神一体
	密码: 72664875
	描述: 「暗黑方界神 深红之挪婆」×3
这张卡用以上记的卡为融合素材的融合召唤才能特殊召唤。
①：这张卡不会成为对方的效果的对象，不会被对方的效果破坏。
②：这张卡的攻击宣言时发动。对方基本分变成一半。
③：这张卡战斗破坏怪兽时才能发动。那次战斗阶段中，这张卡只再1次可以攻击。
④：自己受到效果伤害的场合发动。给与对方为受到的伤害数值的伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 方界
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击|LP伤害|破坏耐性|效果耐性
	属性: 暗
	种族: 恶魔
	攻击力: 4500
	防御力: 3000
	星级: 10

	卡名: 狩魂魔人
	密码: 72869010
	描述: 「神灯魔人」＋「来自异次元的侵略者」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 暗
	种族: 恶魔
	攻击力: 2200
	防御力: 1800
	星级: 6

	卡名: 元素英雄 新宇骑士
	密码: 72926163
	描述: 「元素英雄 新宇侠」＋战士族怪兽
这张卡不用融合召唤不能特殊召唤。这张卡的攻击力上升作为这张卡的融合素材的「元素英雄 新宇侠」以外的怪兽的攻击力一半的数值。这张卡在同1次的战斗阶段中可以作2次攻击。这张卡进行战斗的场合，对方玩家受到的战斗伤害变成0。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄|新宇
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|多次攻击
	属性: 光
	种族: 战士
	攻击力: 2500
	防御力: 1000
	星级: 7

	卡名: 重装机甲 装甲车龙
	密码: 72959823
	描述: 机械族怪兽＋龙族怪兽
①：这张卡被破坏送去墓地的场合，以场上1张卡为对象才能发动。那张卡破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 魔陷破坏|怪兽破坏
	属性: 光
	种族: 机械
	攻击力: 1000
	防御力: 2600
	星级: 5

	卡名: 剑斗兽 车斗
	密码: 73285669
	描述: 名字带有「剑斗兽」的怪兽×2
让自己场上的上记的卡回到卡组的场合才能从额外卡组特殊召唤（不需要「融合」魔法卡）。
	OT: OCG|TCG
	同名卡: 
	字段: 剑斗兽
	卡片种类: 怪兽|效果|融合
	效果类型: 特殊召唤
	属性: 地
	种族: 兽
	攻击力: 2500
	防御力: 1400
	星级: 5

	卡名: 神影依·文迪戈
	密码: 74009824
	描述: 「影依」怪兽＋风属性怪兽
这张卡用融合召唤才能从额外卡组特殊召唤。这个卡名的①的效果1回合只能使用1次。
①：以自己场上1只怪兽为对象才能发动。这个回合，那只怪兽不会被和特殊召唤的对方怪兽的战斗破坏。这个效果在对方回合也能发动。
②：这张卡被送去墓地的场合，以自己墓地1张「影依」魔法·陷阱卡为对象才能发动。那张卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 影依
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片回收|破坏耐性
	属性: 风
	种族: 念动力
	攻击力: 200
	防御力: 2800
	星级: 6

	卡名: 电子双生龙
	密码: 74157028
	描述: 「电子龙」＋「电子龙」
这张卡的融合召唤不用上记的卡不能进行。
①：这张卡在同1次的战斗阶段中可以作2次攻击。
	OT: OCG|TCG
	同名卡: 
	字段: 电子
	卡片种类: 怪兽|效果|融合
	效果类型: 多次攻击
	属性: 光
	种族: 机械
	攻击力: 2800
	防御力: 2100
	星级: 8

	卡名: 异虫·零
	密码: 74506079
	描述: 名字带有「异虫」的爬虫族怪兽×2只以上
这张卡的攻击力变成作为融合素材的怪兽种类×500的数值。这张卡得到作为融合素材的怪兽种类的以下效果。
●2种类以上：1回合1次，可以把自己墓地1只爬虫族怪兽里侧守备表示特殊召唤。
●4种类以上：可以把自己墓地1只爬虫族怪兽从游戏中除外，场上1只怪兽送去墓地。
●6种类以上：1回合1次，从自己卡组抽1张卡。
	OT: OCG|TCG
	同名卡: 
	字段: 异虫
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|送去墓地|抽卡辅助|攻守变化|特殊召唤|种族相关
	属性: 光
	种族: 爬虫
	攻击力: ?
	防御力: 0
	星级: 10

	卡名: DDD 烈火王 铁木真
	密码: 74583607
	描述: 「DD」怪兽×2
「DDD 烈火王 铁木真」的①的效果1回合只能使用1次。
①：这张卡在怪兽区域存在，自己场上有这张卡以外的「DD」怪兽特殊召唤的场合，以自己墓地1只「DD」怪兽为对象才能发动。那只怪兽特殊召唤。
②：这张卡被战斗或者对方的效果破坏的场合，以自己墓地1张「契约书」卡为对象才能发动。那张卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: DDD
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片回收|特殊召唤
	属性: 炎
	种族: 恶魔
	攻击力: 2000
	防御力: 1500
	星级: 6

	卡名: 裁决之鹰
	密码: 74703140
	描述: 「苍翼冠鸟」＋「雏鸡」
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|融合
	效果类型: 
	属性: 风
	种族: 鸟兽
	攻击力: 2100
	防御力: 1800
	星级: 6

	卡名: 元素英雄 地球侠
	密码: 74711057
	描述: 「元素英雄 海洋侠」＋「元素英雄 森林侠」
这张卡不用融合召唤不能特殊召唤。
①：把这张卡以外的自己场上1只表侧表示的「元素英雄」怪兽解放才能发动。这张卡的攻击力直到回合结束时上升解放的怪兽的攻击力数值。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 地
	种族: 战士
	攻击力: 2500
	防御力: 2000
	星级: 8

	卡名: 神影依·舍金纳迦
	密码: 74822425
	描述: 「影依」怪兽＋地属性怪兽
这张卡用融合召唤才能从额外卡组特殊召唤。这个卡名的①的效果1回合只能使用1次。
①：特殊召唤的怪兽把效果发动时才能发动。那个发动无效并破坏。那之后，自己把手卡1张「影依」卡送去墓地。
②：这张卡被送去墓地的场合，以自己墓地1张「影依」魔法·陷阱卡为对象才能发动。那张卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 影依
	卡片种类: 怪兽|效果|融合
	效果类型: 
	属性: 地
	种族: 机械
	攻击力: 2600
	防御力: 3000
	星级: 10

	卡名: 召唤兽 梅尔卡巴
	密码: 75286621
	描述: 「召唤师 阿莱斯特」＋光属性怪兽
①：1回合1次，怪兽的效果·魔法·陷阱卡发动时，把和那张卡相同种类（怪兽·魔法·陷阱）的1张手卡送去墓地才能发动。那个发动无效并除外。
	OT: OCG|TCG
	同名卡: 
	字段: 召唤兽
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|效果无效
	属性: 光
	种族: 机械
	攻击力: 2500
	防御力: 2100
	星级: 9

	卡名: 咒符龙
	密码: 75380687
	描述: 「黑魔术师」＋龙族怪兽
这张卡用以上记卡为融合素材的融合召唤或者用「蒂迈欧之眼」的效果才能特殊召唤。
①：这张卡特殊召唤成功的场合，以自己·对方的墓地的魔法卡任意数量为对象发动。那些卡除外，这张卡的攻击力上升那些除外的卡数量×100。
②：这张卡被破坏的场合，以自己墓地1只魔法师族怪兽为对象才能发动。那只魔法师族怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|攻守变化|特殊召唤
	属性: 暗
	种族: 龙
	攻击力: 2900
	防御力: 2500
	星级: 8

	卡名: 武装龙强击炮
	密码: 75906310
	描述: 「VWXYZ-神龙强击炮」＋「武装龙 LV7」
自己对上记的卡全部的特殊召唤成功的决斗中，把自己的场上·墓地的上记的卡除外的场合才能从额外卡组特殊召唤（不需要「融合」）。
①：只要这张卡在怪兽区域存在，对方不能把和除外的自己·对方的卡同名卡的效果发动。
②：对方回合1次，从卡组·额外卡组把1张卡除外才能发动。对方的场上·墓地的卡全部除外。
	OT: OCG|TCG
	同名卡: 
	字段: 武装龙
	卡片种类: 怪兽|效果|融合
	效果类型: 卡片除外|特殊召唤|融合相关
	属性: 光
	种族: 机械
	攻击力: 3500
	防御力: 3000
	星级: 10

	卡名: 稀有金属女武神
	密码: 75923050
	描述: 「稀有金属女郎」＋「稀有金属战士」
这张卡在给对方直接攻击的伤害计算时攻击力上升1000，上场上的这张卡可以和融合区的「稀有金属骑士」互换（这张卡特殊召唤的回合不可以互换。）
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 返回卡组|特殊召唤
	属性: 地
	种族: 机械
	攻击力: 1200
	防御力: 500
	星级: 6

	卡名: 龙骑士 D-终
	密码: 76263644
	描述: 「命运英雄 血魔-D」＋「命运英雄 教义人」
这张卡的融合召唤不用上记的卡不能进行。
①：1回合1次，以对方场上1只怪兽为对象才能发动。那只对方怪兽破坏，把表侧表示怪兽破坏的场合，给与对方那个攻击力数值的伤害。这个效果发动的回合，自己不能进行战斗阶段。
②：这张卡在墓地存在的场合，自己准备阶段把自己墓地1张「命运英雄」卡除外才能发动。这张卡从墓地特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏|卡片除外|攻击限制|特殊召唤|LP伤害
	属性: 暗
	种族: 战士
	攻击力: 3000
	防御力: 3000
	星级: 10

	卡名: 宝石骑士·红玉
	密码: 76614340
	描述: 「宝石骑士·红榴」＋「宝石骑士」怪兽
这张卡用以上记卡为融合素材的融合召唤才能从额外卡组特殊召唤。
①：1回合1次，把这张卡以外的自己场上1只表侧表示的「宝石」怪兽解放才能发动。这张卡的攻击力直到回合结束时上升解放的怪兽的攻击力数值。
②：这张卡向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 宝石骑士
	卡片种类: 怪兽|效果|融合
	效果类型: 送去墓地|攻守变化|穿刺伤害
	属性: 地
	种族: 炎
	攻击力: 2500
	防御力: 1300
	星级: 6

	卡名: 抒情歌鸲-独立夜莺
	密码: 76815942
	描述: 「抒情歌鸲-聚集夜莺」＋「抒情歌鸲」怪兽
①：原本卡名包含「抒情歌鸲」的超量怪兽作为素材让这张卡融合召唤成功的场合才能发动。这张卡的等级上升那些怪兽持有的超量素材数量的数值。
②：这张卡的攻击力上升这张卡的等级×500，这张卡不受其他卡的效果影响。
③：1回合1次，自己主要阶段才能发动。给与对方这张卡的等级×500伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 抒情歌鸲
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|LP伤害
	属性: 风
	种族: 鸟兽
	攻击力: 1000
	防御力: 0
	星级: 1

	卡名: 重炼装勇士·万溶炼金师
	密码: 77693536
	描述: 「炼装」怪兽＋通常怪兽
这张卡不用融合召唤不能特殊召唤。
①：对方回合1次，以场上1只效果怪兽为对象才能发动。那只效果怪兽当作装备卡使用给这张卡装备。
②：这张卡的守备力上升这张卡的效果装备的怪兽的原本攻击力数值。
③：这张卡有由「炼装」融合怪兽卡决定的融合素材怪兽装备的场合，可以把那装备卡作为那只融合怪兽的融合素材使用。
	OT: OCG|TCG
	同名卡: 
	字段: 炼装
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化|融合相关
	属性: 炎
	种族: 念动力
	攻击力: 0
	防御力: 0
	星级: 1

	卡名: 双工器奇美拉
	密码: 78084378
	描述: 电子界族怪兽×2
这个卡名的②的效果1回合只能使用1次。
①：1回合1次，把自己场上1只电子界族怪兽解放才能发动。这个回合的战斗阶段中双方不能把魔法·陷阱卡的效果发动。
②：融合召唤的这张卡被送去墓地的场合，以这张卡以外的自己墓地1只电子界族怪兽和1张「电脑网融合」为对象才能发动。那些卡加入手卡。

	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 返回手卡|卡片回收
	属性: 光
	种族: 电子界
	攻击力: 2000
	防御力: 800
	星级: 5

	卡名: 元素英雄 熔岩新宇侠
	密码: 78512663
	描述: 「元素英雄 新宇侠」＋「新空间侠·火焰甲虫」＋「新空间侠·大地鼹鼠」
把自己场上存在的上记的卡回到卡组的场合才能从额外卡组特殊召唤（不需要「融合」魔法卡）。这张卡的攻击力上升场上的卡的数量×400的数值。结束阶段时这张卡回到额外卡组。这个效果回到额外卡组时，场上存在的全部卡回到持有者手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄|新宇
	卡片种类: 怪兽|效果|融合
	效果类型: 返回手卡|返回卡组|攻守变化
	属性: 炎
	种族: 战士
	攻击力: 3000
	防御力: 2500
	星级: 9

	卡名: 新空间侠·海洋海豚
	密码: 78734254
	描述: 这张卡名在规则上也当作「新空间侠·水波海豚」使用。这张卡用「新空间侠界限」的效果才能特殊召唤。丢弃1张手卡。确认对方手卡并选择1张怪兽卡。选择怪兽的攻击力以上的怪兽在自己场上存在的场合，选择的怪兽卡破坏并给与对方基本分500分伤害。这个效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 新空间侠·水波海豚
	字段: 新空间侠
	卡片种类: 怪兽|效果|融合
	效果类型: 怪兽破坏|LP伤害
	属性: 水
	种族: 战士
	攻击力: 900
	防御力: 1100
	星级: 4

	卡名: 守墓的异能者
	密码: 79206925
	描述: 「守墓」怪兽×2
这个卡名的③的效果1回合只能使用1次。
①：这张卡的攻击力·守备力上升作为这张卡的融合素材的怪兽的原本等级合计×100。
②：只要场上有「王家长眠之谷」存在，这张卡以及自己的场地区域的卡不会被效果破坏。
③：自己主要阶段才能发动。这个回合的结束阶段，从卡组把1只「守墓」怪兽或者1张「王家长眠之谷」卡加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 守墓
	卡片种类: 怪兽|效果|融合
	效果类型: 卡组检索|攻守变化|破坏耐性
	属性: 暗
	种族: 魔法师
	攻击力: 2000
	防御力: 2000
	星级: 7

	卡名: 嵌合要塞龙
	密码: 79229522
	描述: 「电子龙」＋机械族怪兽1只以上
把自己·对方场上的上记卡送去墓地的场合才能从额外卡组特殊召唤（不需要「融合」）。这张卡不能作为融合素材。
①：这张卡的原本攻击力变成作为这张卡的融合素材的怪兽数量×1000。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|融合
	效果类型: 攻守变化
	属性: 暗
	种族: 机械
	攻击力: 0
	防御力: 0
	星级: 8

	卡名: 魔人 暗黑护持师
	密码: 80071763
	描述: 「凭依的血魂」＋「边境的大贤者」
融合召唤这只怪兽，必须用上面所写的卡融合召唤。通常魔法发动时支付1000分，那个通常魔法的效果无效化。这张卡战斗破坏的效果怪兽的效果无效化。
